site_no,station_nm,latitude,longitude,state_cd,county_cd,huc_cd,huc_code,huc_region,drainage_area,site_type,active,basin,is_huc17,has_discharge
12107300,"ICY CREEK NEAR BLACK DIAMOND, WA",47.2776012,-121.9748343,WA,033,17110013,17,1711,3.29,ST,Yes,Pacific Northwest,True,True
12107500,"GREEN RIVER NEAR BLACK DIAMOND, WA",47.2831564,-122.0540034,WA,033,17110013,17,1711,285.0,ST,Yes,Pacific Northwest,True,True
12107950,"NORTH FORK NEWAUKUM CREEK NEAR ENUMCLAW, WA",47.2348241,-121.9295545,WA,033,17110013,17,1711,1.93,ST,Yes,Pacific Northwest,True,True
12108000,"NEWAUKUM CREEK NEAR ENUMCLAW, WA",47.22760145,-121.9720556,WA,033,17110013,17,1711,25.5,ST,Yes,Pacific Northwest,True,True
12108050,"CLOVERCREST OUTFALL AT ENUMCLAW, WA",47.21037908,-122.0051119,WA,033,17110013,17,1711,0.26,ST,Yes,Pacific Northwest,True,True
12108450,"NEWAUKUM CREEK TRIBUTARY NEAR BLACK DIAMOND, WA",47.2531564,-122.0273353,WA,033,17110013,17,1711,1.52,ST,Yes,Pacific Northwest,True,True
12108500,"NEWAUKUM CREEK NEAR BLACK DIAMOND, WA",47.2756564,-122.059559,WA,033,17110013,17,1711,27.4,ST,Yes,Pacific Northwest,True,True
12108800,"GREEN RIVER BELOW CRISP CREEK NR BLACK DIAMOND, WA",47.2848333,-122.0828889,WA,033,17110013,17,1711,,ST,Yes,Pacific Northwest,True,True
12109010,"GREEN RIVER AT AUBURN ACADEMY NEAR AUBURN, WA",47.2881563,-122.1603955,WA,033,17110013,17,1711,,ST,Yes,Pacific Northwest,True,True
12109500,"LITTLE SOOS CREEK NEAR KENT, WA",47.3726007,-122.1140067,WA,033,17110013,17,1711,6.08,ST,Yes,Pacific Northwest,True,True
12110000,"BIG SOOS CREEK ABOVE JENKINS CREEK NEAR AUBURN, WA",47.3437118,-122.1345623,WA,033,17110013,17,1711,20.9,ST,Yes,Pacific Northwest,True,True
12110003,"WILDERNESS LAKE OUTLET NEAR MAPLE VALLEY, WA",47.3759344,-122.0384493,WA,033,17110013,17,1711,0.66,ST,Yes,Pacific Northwest,True,True
12110400,"SF JENKINS CREEK NEAR COVINGTON, WA",47.35593419,-122.0851168,WA,033,17110013,17,1711,3.47,ST,Yes,Pacific Northwest,True,True
12110500,"JENKINS CREEK NEAR AUBURN, WA",47.3398229,-122.129562,WA,033,17110013,17,1711,13.5,ST,Yes,Pacific Northwest,True,True
12111500,"COVINGTON CREEK NEAR BLACK DIAMOND, WA",47.3359343,-122.0456709,WA,033,17110013,17,1711,13.0,ST,Yes,Pacific Northwest,True,True
12112000,"COVINGTON CREEK NEAR AUBURN, WA",47.31398968,-122.1101167,WA,033,17110013,17,1711,21.6,ST,Yes,Pacific Northwest,True,True
12112500,"BIG SOOS CREEK NEAR AUBURN, WA",47.3164896,-122.1456733,WA,033,17110013,17,1711,62.9,ST,Yes,Pacific Northwest,True,True
12112550,"SOOSETTE CREEK NEAR AUBURN, WA",47.3173229,-122.1595626,WA,033,17110013,17,1711,5.5,ST,Yes,Pacific Northwest,True,True
12112600,"BIG SOOS CREEK ABOVE HATCHERY NEAR AUBURN, WA",47.31232289,-122.165396,WA,033,17110013,17,1711,66.7,ST,Yes,Pacific Northwest,True,True
12112610,"BIG SOOS CREEK NEAR MOUTH NEAR AUBURN, WA",47.305934,-122.1723406,WA,033,17110013,17,1711,,ST,Yes,Pacific Northwest,True,True
12113000,"GREEN RIVER NEAR AUBURN, WA",47.3123228,-122.2040082,WA,033,17110013,17,1711,399.0,ST,Yes,Pacific Northwest,True,True
12113150,"GREEN RIVER ABOVE S 277TH ST AT KENT, WA",47.3534111,-122.2084556,WA,033,17110013,17,1711,,ST,Yes,Pacific Northwest,True,True
12113310,"GREEN RIVER BELOW MEEKER ST AT KENT, WA",47.3788611,-122.2688056,WA,033,17110013,17,1711,,ST,Yes,Pacific Northwest,True,True
12113340,"GREEN RIVER AT 212 ST NEAR KENT, WA",47.41232205,-122.2648442,WA,033,17110013,17,1711,,ST,Yes,Pacific Northwest,True,True
12113344,"GREEN RIVER AT 200TH STREET AT KENT, WA",47.4228775,-122.2653999,WA,033,17110013,17,1711,451.0,ST,Yes,Pacific Northwest,True,True
12113346,"SPRINGBROOK CREEK AT ORILLIA, WA",47.43121109,-122.2276213,WA,033,17110013,17,1711,8.44,ST,Yes,Pacific Northwest,True,True
12113347,"MILL CREEK AT EARTHWORKS PARK AT KENT, WA",47.38315577,-122.2248429,WA,033,17110013,17,1711,2.49,ST,Yes,Pacific Northwest,True,True
12113349,"MILL CREEK NEAR MOUTH AT ORILLIA, WA",47.43009988,-122.2431772,WA,033,17110013,17,1711,5.63,ST,Yes,Pacific Northwest,True,True
12113350,"GREEN RIVER AT TUKWILA, WA",47.46509966,-122.2484554,WA,033,17110013,17,1711,440.0,ST,Yes,Pacific Northwest,True,True
12113375,"SPRINGBROOK CREEK AT TUKWILA, WA",47.4656553,-122.2326218,WA,033,17110013,17,1711,19.0,ST,Yes,Pacific Northwest,True,True
12113385,"BLACK RIVER BELOW PUMP STATION NEAR RENTON, WA",47.47565518,-122.2459555,WA,033,17110013,17,1711,,ST,Yes,Pacific Northwest,True,True
12113390,"DUWAMISH RIVER AT GOLF COURSE AT TUKWILA, WA",47.4789861,-122.2587333,WA,033,17110013,17,1711,461.0,ST,Yes,Pacific Northwest,True,True
12113500,"NORTH FORK CEDAR RIVER NEAR LESTER, WA",47.31927775,-121.5025947,WA,033,17110012,17,1711,9.3,ST,Yes,Pacific Northwest,True,True
12114000,"SOUTH FORK CEDAR RIVER NEAR LESTER, WA",47.3081661,-121.5178732,WA,033,17110012,17,1711,6.0,ST,Yes,Pacific Northwest,True,True
12114500,"CEDAR RIVER BELOW BEAR CREEK NEAR CEDAR FALLS, WA",47.34202406,-121.5489688,WA,033,17110012,17,1711,25.4,ST,Yes,Pacific Northwest,True,True
12115000,"CEDAR RIVER NEAR CEDAR FALLS, WA",47.3701073,-121.6251009,WA,033,17110012,17,1711,40.7,ST,Yes,Pacific Northwest,True,True
12115500,"REX RIVER NEAR CEDAR FALLS, WA",47.35063398,-121.6631392,WA,033,17110012,17,1711,13.4,ST,Yes,Pacific Northwest,True,True
12115700,"BOULDER CREEK NEAR CEDAR FALLS, WA",47.36621625,-121.6928821,WA,033,17110012,17,1711,4.64,ST,Yes,Pacific Northwest,True,True
12115800,"RACK CREEK NEAR CEDAR FALLS, WA",47.39121518,-121.7226063,WA,033,17110012,17,1711,2.14,ST,Yes,Pacific Northwest,True,True
12116100,"CANYON CREEK NEAR CEDAR FALLS, WA",47.4195473,-121.7664977,WA,033,17110012,17,1711,0.19,ST,Yes,Pacific Northwest,True,True
12116400,"CEDAR RIVER AT POWERPLANT AT CEDAR FALLS, WA",47.41871388,-121.781498,WA,033,17110012,17,1711,83.9,ST,Yes,Pacific Northwest,True,True
12116500,"CEDAR RIVER AT CEDAR FALLS, WA",47.4170215,-121.7920335,WA,033,17110012,17,1711,84.2,ST,Yes,Pacific Northwest,True,True
12116700,"MIDDLE FORK TAYLOR CREEK NEAR SELLECK, WA",47.35399185,-121.7928862,WA,033,17110012,17,1711,5.17,ST,Yes,Pacific Northwest,True,True
12116800,"NORTH FORK TAYLOR CREEK NEAR SELLECK, WA",47.3720472,-121.8067758,WA,033,17110012,17,1711,3.77,ST,Yes,Pacific Northwest,True,True
12117000,"TAYLOR CREEK NEAR SELLECK, WA",47.38646539,-121.846201,WA,033,17110012,17,1711,17.2,ST,Yes,Pacific Northwest,True,True
12117500,"CEDAR RIVER NEAR LANDSBURG, WA",47.39368648,-121.9545378,WA,033,17110012,17,1711,121.0,ST,Yes,Pacific Northwest,True,True
12117600,"CEDAR RIVER BELOW DIVERSION NEAR LANDSBURG, WA",47.3795458,-121.983448,WA,033,17110012,17,1711,134.0,ST,Yes,Pacific Northwest,True,True
12117700,"ROCK CREEK BELOW WALSH LAKE NEAR LANDSBURG, WA",47.3986868,-121.9212036,WA,033,17110012,17,1711,4.91,ST,Yes,Pacific Northwest,True,True
12117800,"WALSH LAKE CREEK NEAR LANDSBURG, WA",47.39982408,-121.9220576,WA,033,17110012,17,1711,,ST,Yes,Pacific Northwest,True,True
12117820,"WALSH LAKE DITCH NEAR LANDSBURG, WA",47.39899075,-121.921502,WA,033,17110012,17,1711,9.42,ST-DCH,Yes,Pacific Northwest,True,True
12118000,"ROCK CREEK DIVERSION NEAR LANDSBURG, WA",47.3914903,-121.9790036,WA,033,17110012,17,1711,11.0,ST,Yes,Pacific Northwest,True,True
12118300,"ROCK CREEK NEAR RAVENSDALE, WA",47.3623234,-121.997059,WA,033,17110012,17,1711,,ST,Yes,Pacific Northwest,True,True
12118400,"ROCK CREEK AT HIGHWAY 516 NEAR RAVENSDALE, WA",47.36232337,-122.0109484,WA,033,17110012,17,1711,11.2,ST,Yes,Pacific Northwest,True,True
12118500,"ROCK CREEK NEAR MAPLE VALLEY, WA",47.3797969,-122.0173172,WA,033,17110012,17,1711,12.6,ST,Yes,Pacific Northwest,True,True
12119000,"CEDAR RIVER AT RENTON, WA",47.4825999,-122.2034547,WA,033,17110012,17,1711,184.0,ST,Yes,Pacific Northwest,True,True
12119007,"CEDAR RIVER AT LOGAN ST AT RENTON, WA",47.4856554,-122.2090104,WA,033,17110012,17,1711,,ST,Yes,Pacific Northwest,True,True
12119300,"MAY CREEK NEAR ISSAQUAH, WA",47.4978785,-122.0992863,WA,033,17110012,17,1711,2.82,ST,Yes,Pacific Northwest,True,True
12119302,"MAY CREEK TRIB AT STATE ROAD 900 NEAR ISSAQUAH, WA",47.4978785,-122.099564,WA,033,17110012,17,1711,,ST,Yes,Pacific Northwest,True,True
12119375,"MAY CREEK AT RENTON, WA",47.51704465,-122.1498431,WA,033,17110012,17,1711,7.57,ST,Yes,Pacific Northwest,True,True
12119450,"HONEY CREEK NEAR RENTON, WA",47.5131555,-122.179288,WA,033,17110012,17,1711,0.7,ST,Yes,Pacific Northwest,True,True
12119500,"MAY CREEK NEAR RENTON, WA",47.5234331,-122.1970663,WA,033,17110012,17,1711,12.5,ST,Yes,Pacific Northwest,True,True
12119600,"MAY CREEK AT MOUTH NEAR RENTON, WA",47.5298219,-122.201233,WA,033,17110012,17,1711,12.7,ST,Yes,Pacific Northwest,True,True
12119700,"COAL CREEK NEAR BELLEVUE, WA",47.5664885,-122.1804,WA,033,17110012,17,1711,6.8,ST,Yes,Pacific Northwest,True,True
12119730,"148TH AVE STORM SWR BL LK HILLS BLVD BELLEVUE, WA",47.60009968,-122.1428999,WA,033,17110012,17,1711,,ST,Yes,Pacific Northwest,True,True
12119731,"148TH AVE UPSTREAM MANOMETER AT BELLEVUE, WA",47.60009968,-122.1431777,WA,033,17110012,17,1711,,ST,Yes,Pacific Northwest,True,True
12119732,"148TH AVE DOWNSTREAM MANOMETER AT BELLEVUE, WA",47.60009967,-122.1434555,WA,033,17110012,17,1711,,ST,Yes,Pacific Northwest,True,True
12120000,"MERCER CREEK NEAR BELLEVUE, WA",47.60287716,-122.180956,WA,033,17110012,17,1711,12.0,ST,Yes,Pacific Northwest,True,True
12120500,"JUANITA CREEK NEAR KIRKLAND, WA",47.7073207,-122.2154024,WA,033,17110012,17,1711,6.69,ST,Yes,Pacific Northwest,True,True
12120600,"ISSAQUAH CREEK NEAR HOBART, WA",47.457297,-122.0050964,WA,033,17110012,17,1711,17.6,ST,Yes,Pacific Northwest,True,True
12121000,"ISSAQUAH CREEK NEAR ISSAQUAH, WA",47.4817679,-122.0373404,WA,033,17110012,17,1711,27.0,ST,Yes,Pacific Northwest,True,True
12121510,"EAST FORK ISSAQUAH CREEK AT MOUTH AT ISSAQUAH, WA",47.53537878,-122.0376193,WA,033,17110012,17,1711,9.5,ST,Yes,Pacific Northwest,True,True
12121600,"ISSAQUAH CREEK NEAR MOUTH NEAR ISSAQUAH, WA",47.55229658,-122.0478776,WA,033,17110012,17,1711,56.6,ST,Yes,Pacific Northwest,True,True
12121700,"TIBBETTS CREEK NEAR ISSAQUAH, WA",47.5414896,-122.0642865,WA,033,17110012,17,1711,3.9,ST,Yes,Pacific Northwest,True,True
12121720,"LAUGHING JACOBS CREEK NEAR ISSAQUAH, WA",47.56565618,-122.0523423,WA,033,17110012,17,1711,,ST,Yes,Pacific Northwest,True,True
12121810,"PINE LAKE OUTLET NEAR ISSAQUAH, WA",47.58732266,-122.0537317,WA,033,17110012,17,1711,1.06,ST,Yes,Pacific Northwest,True,True
12121815,"PINE LAKE CREEK AT B.N. RR NEAR ISSAQUAH, WA",47.60204457,-122.0792879,WA,033,17110012,17,1711,,ST,Yes,Pacific Northwest,True,True
12121830,"INGLEWOOD CREEK AT E LK SAMM PKWY NR REDMOND, WA",47.61537788,-122.0676213,WA,033,17110012,17,1711,,ST,Yes,Pacific Northwest,True,True
12122010,"SAMMAMISH RIVER ABOVE BEAR CREEK NEAR REDMOND, WA",47.65759945,-122.115956,WA,033,17110012,17,1711,102.0,ST,Yes,Pacific Northwest,True,True
12122500,"BEAR CREEK NEAR REDMOND, WA",47.7175992,-122.0773455,WA,033,17110012,17,1711,13.9,ST,Yes,Pacific Northwest,True,True
12123000,"COTTAGE LAKE CREEK NEAR REDMOND, WA",47.73732127,-122.0804015,WA,033,17110012,17,1711,10.7,ST,Yes,Pacific Northwest,True,True
12123100,"COTTAGE LAKE CREEK AB BEAR CREEK NEAR REDMOND, WA",47.71732139,-122.0865123,WA,033,17110012,17,1711,12.2,ST,Yes,Pacific Northwest,True,True
12123200,"BEAR CREEK TRIBUTARY NEAR REDMOND, WA",47.70037718,-122.0701229,WA,033,17110012,17,1711,1.4,ST,Yes,Pacific Northwest,True,True
12124000,"EVANS CREEK (ABOVE MOUTH) NEAR REDMOND, WA",47.6750995,-122.0812337,WA,033,17110012,17,1711,13.0,ST,Yes,Pacific Northwest,True,True
12124500,"BEAR CREEK AT REDMOND, WA",47.66926607,-122.1095673,WA,033,17110012,17,1711,48.2,ST,Yes,Pacific Northwest,True,True
12124998,"SAMMAMISH RIVER AT REDMOND, WA",47.6706548,-122.127623,WA,033,17110012,17,1711,148.0,ST,Yes,Pacific Northwest,True,True
12125000,"SAMMAMISH RIVER NEAR REDMOND, WA",47.6692659,-122.1317898,WA,033,17110012,17,1711,150.0,ST,Yes,Pacific Northwest,True,True
12125200,"SAMMAMISH RIVER NEAR WOODINVILLE, WA",47.70343228,-122.1437349,WA,033,17110012,17,1711,159.0,ST,Yes,Pacific Northwest,True,True
12125500,"BEAR CREEK AT WOODINVILLE, WA",47.7567651,-122.165125,WA,033,17110012,17,1711,15.3,ST,Yes,Pacific Northwest,True,True
12125800,"PENNY CREEK NEAR EVERETT, WA",47.85398599,-122.2126298,WA,033,17110012,17,1711,3.67,ST,Yes,Pacific Northwest,True,True
12125900,"NORTH CREEK BELOW PENNY CREEK NEAR BOTHELL, WA",47.82009747,-122.212906,WA,061,17110012,17,1711,14.2,ST,Yes,Pacific Northwest,True,True
12125950,"NORTH CREEK TRIBUTARY NEAR WOODINVILLE, WA",47.81843086,-122.2079059,WA,061,17110012,17,1711,4.2,ST,Yes,Pacific Northwest,True,True
12126000,"NORTH CREEK NEAR BOTHELL, WA",47.79148678,-122.1976268,WA,061,17110012,17,1711,24.6,ST,Yes,Pacific Northwest,True,True
12126100,"NORTH CREEK NEAR WOODINVILLE, WA",47.7798203,-122.1881818,WA,061,17110012,17,1711,27.0,ST,Yes,Pacific Northwest,True,True
12126500,"SAMMAMISH RIVER AT BOTHELL, WA",47.75537598,-122.2109588,WA,033,17110012,17,1711,212.0,ST,Yes,Pacific Northwest,True,True
12126800,"SWAMP CREEK NEAR ALDERWOOD MANOR, WA",47.82555556,-122.2541667,WA,061,17110012,17,1711,9.55,ST,Yes,Pacific Northwest,True,True
12126900,"SCRIBER CREEK NEAR MOUNTLAKE TERRACE, WA",47.79926406,-122.2587393,WA,061,17110012,17,1711,6.14,ST,Yes,Pacific Northwest,True,True
12127100,"SWAMP CREEK AT KENMORE, WA",47.7559314,-122.2337368,WA,033,17110012,17,1711,23.1,ST,Yes,Pacific Northwest,True,True
12127300,"LYON CREEK AT LAKE FOREST PARK, WA",47.75287567,-122.2776266,WA,033,17110012,17,1711,3.67,ST,Yes,Pacific Northwest,True,True
12127500,"MCALEER CREEK NEAR BOTHELL, WA",47.7581533,-122.2915162,WA,033,17110012,17,1711,7.48,ST,Yes,Pacific Northwest,True,True
12127600,"MCALEER CREEK AT LAKE FOREST PARK, WA",47.75176455,-122.2812378,WA,033,17110012,17,1711,7.8,ST,Yes,Pacific Northwest,True,True
12128000,"THORNTON CREEK NEAR SEATTLE, WA",47.69565378,-122.2762368,WA,033,17110012,17,1711,12.1,ST,Yes,Pacific Northwest,True,True
12129000,"TYE RIVER NEAR SKYKOMISH, WA",47.70538647,-121.2956566,WA,033,17110009,17,1711,79.8,ST,Yes,Pacific Northwest,True,True
12130500,"SOUTH FORK SKYKOMISH RIVER NEAR SKYKOMISH, WA",47.7053863,-121.3095456,WA,033,17110009,17,1711,135.0,ST,Yes,Pacific Northwest,True,True
12131000,"BECKLER RIVER NEAR SKYKOMISH, WA",47.7387188,-121.3206577,WA,033,17110009,17,1711,96.5,ST,Yes,Pacific Northwest,True,True
12131300,"BOLT CREEK AT BECKLER RIVER RD NEAR SKYKOMISH, WA",47.72675,-121.3383694,WA,033,17110009,17,1711,,ST,Yes,Pacific Northwest,True,True
12131500,"SOUTH FORK SKYKOMISH RIVER AT SKYKOMISH, WA",47.71104167,-121.3607333,WA,033,17110009,17,1711,243.0,ST,Yes,Pacific Northwest,True,True
12132000,"MILLER RIVER AT MILLER RIVER, WA",47.70813675,-121.398417,WA,033,17110009,17,1711,45.6,ST,Yes,Pacific Northwest,True,True
12133000,"SOUTH FORK SKYKOMISH RIVER NEAR INDEX, WA",47.80535748,-121.546757,WA,061,17110009,17,1711,355.0,ST,Yes,Pacific Northwest,True,True
12133500,"TROUBLESOME CREEK NEAR INDEX, WA",47.8998291,-121.3956622,WA,061,17110009,17,1711,10.6,ST,Yes,Pacific Northwest,True,True
12134000,"NORTH FORK SKYKOMISH RIVER AT INDEX, WA",47.8192463,-121.5539799,WA,061,17110009,17,1711,146.0,ST,Yes,Pacific Northwest,True,True
12134500,"SKYKOMISH RIVER NEAR GOLD BAR, WA",47.83732546,-121.6667809,WA,061,17110009,17,1711,535.0,ST,Yes,Pacific Northwest,True,True
12135000,"WALLACE RIVER AT GOLD BAR, WA",47.8639672,-121.682596,WA,061,17110009,17,1711,19.0,ST,Yes,Pacific Northwest,True,True
12135500,"OLNEY CREEK NEAR GOLD BAR, WA",47.9442696,-121.7095637,WA,061,17110009,17,1711,8.31,ST,Yes,Pacific Northwest,True,True
12136000,"OLNEY CREEK NEAR STARTUP, WA",47.9262138,-121.7206748,WA,061,17110009,17,1711,10.3,ST,Yes,Pacific Northwest,True,True
12136500,"MAY CREEK NEAR GOLD BAR, WA",47.8581597,-121.6095568,WA,061,17110009,17,1711,3.8,ST,Yes,Pacific Northwest,True,True
12137200,"ELK CREEK NEAR SULTAN, WA",47.970383,-121.5545583,WA,061,17110009,17,1711,11.4,ST,Yes,Pacific Northwest,True,True
12137260,"WILLIAMSON CREEK NEAR SULTAN, WA",47.98566018,-121.6012273,WA,061,17110009,17,1711,15.6,ST,Yes,Pacific Northwest,True,True
12137290,"SOUTH FORK SULTAN RIVER NEAR SULTAN, WA",47.94732637,-121.6267826,WA,061,17110009,17,1711,11.6,ST,Yes,Pacific Northwest,True,True
12137500,"SULTAN RIVER NEAR STARTUP, WA",47.97399088,-121.7809558,WA,061,17110009,17,1711,74.5,ST,Yes,Pacific Northwest,True,True
12137800,"SULTAN RIVER BELOW DIVERSION DAM NEAR SULTAN, WA",47.95926837,-121.7973447,WA,061,17110009,17,1711,77.1,ST,Yes,Pacific Northwest,True,True
12138000,"SULTAN RIVER NEAR SULTAN, WA",47.9276016,-121.798455,WA,061,17110009,17,1711,86.6,ST,Yes,Pacific Northwest,True,True
12138150,"SULTAN RIVER BELOW CHAPLAIN CREEK NEAR SULTAN, WA",47.91426807,-121.8112328,WA,061,17110009,17,1711,92.6,ST,Yes,Pacific Northwest,True,True
12138160,"SULTAN RIVER BELOW POWERPLANT NEAR SULTAN, WA",47.90732356,-121.8153994,WA,061,17110009,17,1711,94.2,ST,Yes,Pacific Northwest,True,True
12138200,"SULTAN RIVER AT SULTAN, WA",47.86037896,-121.8206762,WA,061,17110009,17,1711,,ST,Yes,Pacific Northwest,True,True
12138450,"SKYKOMISH RIVER BELOW SULTAN RIVER AT SULTAN, WA",47.8592678,-121.8209539,WA,061,17110009,17,1711,,ST,Yes,Pacific Northwest,True,True
12138500,"MCCOY CREEK NEAR SULTAN, WA",47.8303788,-121.829009,WA,061,17110009,17,1711,6.17,ST,Yes,Pacific Northwest,True,True
12139500,"ROESIGER CREEK NEAR MACHIAS, WA",47.963711,-121.9179034,WA,061,17110009,17,1711,3.8,ST,Yes,Pacific Northwest,True,True
12141000,"WOODS CREEK NEAR MONROE, WA",47.868711,-121.9265126,WA,061,17110009,17,1711,56.4,ST,Yes,Pacific Northwest,True,True
12141090,"WOODS CREEK AT MONROE, WA",47.8542661,-121.9651244,WA,061,17110009,17,1711,,ST,Yes,Pacific Northwest,True,True
12141100,"SKYKOMISH RIVER AT MONROE, WA",47.85204398,-121.9592909,WA,061,17110009,17,1711,834.0,ST,Yes,Pacific Northwest,True,True
12141300,"MIDDLE FORK SNOQUALMIE RIVER NEAR TANNER, WA",47.48591189,-121.647864,WA,033,17110010,17,1711,154.0,ST,Yes,Pacific Northwest,True,True
12141500,"MIDDLE FORK SNOQUALMIE RIVER NEAR NORTH BEND, WA",47.4887136,-121.7609432,WA,033,17110010,17,1711,169.0,ST,Yes,Pacific Northwest,True,True
12142000,"NF SNOQUALMIE RIVER NEAR SNOQUALMIE FALLS, WA",47.61482536,-121.7134437,WA,033,17110010,17,1711,64.0,ST,Yes,Pacific Northwest,True,True
12142200,"CALLIGAN CREEK NEAR SNOQUALMIE, WA",47.601215,-121.6901087,WA,033,17110010,17,1711,7.31,ST,Yes,Pacific Northwest,True,True
12142300,"HANCOCK CREEK NEAR SNOQUALMIE, WA",47.57232645,-121.6878856,WA,033,17110010,17,1711,7.67,ST,Yes,Pacific Northwest,True,True
12142500,"NF SNOQUALMIE RIVER AT CABLE BR NR NORTH BEND, WA",47.5720478,-121.7151094,WA,033,17110010,17,1711,85.6,ST,Yes,Pacific Northwest,True,True
12143000,"NORTH FORK SNOQUALMIE RIVER NEAR NORTH BEND, WA",47.5372998,-121.7417569,WA,033,17110010,17,1711,95.7,ST,Yes,Pacific Northwest,True,True
12143400,"SF SNOQUALMIE RIVER AB ALICE CREEK NEAR GARCIA, WA",47.4151086,-121.5873213,WA,033,17110010,17,1711,41.6,ST,Yes,Pacific Northwest,True,True
12143500,"SF SNOQUALMIE RIVER NEAR GARCIA, WA",47.41649739,-121.5900993,WA,033,17110010,17,1711,45.8,ST,Yes,Pacific Northwest,True,True
12143600,"SF SNOQUALMIE RIVER AT EDGEWICK, WA",47.45260396,-121.7178847,WA,033,17110010,17,1711,65.9,ST,Yes,Pacific Northwest,True,True
12143700,"BOXLEY CREEK NEAR CEDAR FALLS, WA",47.43257747,-121.7523104,WA,033,17110010,17,1711,1.57,ST,Yes,Pacific Northwest,True,True
12143900,"BOXLEY CREEK NEAR EDGEWICK, WA",47.44871459,-121.7317744,WA,033,17110010,17,1711,3.64,ST,Yes,Pacific Northwest,True,True
12144000,"SF SNOQUALMIE RIVER AT NORTH BEND, WA",47.49288017,-121.7901109,WA,033,17110010,17,1711,81.7,ST,Yes,Pacific Northwest,True,True
12144400,"SNOQUALMIE RIVER AT SNOQUALMIE, WA",47.5267688,-121.8123346,WA,033,17110010,17,1711,,ST,Yes,Pacific Northwest,True,True
12144500,"SNOQUALMIE RIVER NEAR SNOQUALMIE, WA",47.5450765,-121.8423157,WA,033,17110010,17,1711,375.0,ST,Yes,Pacific Northwest,True,True
12144800,"BEAVER CREEK NEAR SNOQUALMIE, WA",47.63176869,-121.751224,WA,033,17110010,17,1711,4.13,ST,Yes,Pacific Northwest,True,True
12145000,"TOKUL CREEK NEAR SNOQUALMIE, WA",47.55356389,-121.8378778,WA,033,17110010,17,1711,32.2,ST,Yes,Pacific Northwest,True,True
12145500,"RAGING RIVER NEAR FALL CITY, WA",47.53982388,-121.9090047,WA,033,17110010,17,1711,30.6,ST,Yes,Pacific Northwest,True,True
12146000,"PATTERSON CREEK NEAR FALL CITY, WA",47.5809345,-121.940951,WA,033,17110010,17,1711,15.5,ST,Yes,Pacific Northwest,True,True
12147000,"GRIFFIN CREEK NEAR CARNATION, WA",47.61593448,-121.9053951,WA,033,17110010,17,1711,17.1,ST,Yes,Pacific Northwest,True,True
12147470,"NF TOLT RIVER ABOVE YELLOW CREEK NR CARNATION, WA",47.7197222,-121.7431972,WA,033,17110010,17,1711,33.3,ST,Yes,Pacific Northwest,True,True
12147500,"NORTH FORK TOLT RIVER NEAR CARNATION, WA",47.71232365,-121.7887272,WA,033,17110010,17,1711,39.9,ST,Yes,Pacific Northwest,True,True
12147600,"SOUTH FORK TOLT RIVER NEAR INDEX, WA",47.7067714,-121.6001069,WA,033,17110010,17,1711,5.34,ST,Yes,Pacific Northwest,True,True
12147680,"PHELPS CREEK BLW UNNAMED TRIB NR INDEX, WA",47.70416389,-121.600775,WA,033,17110010,17,1711,,ST,Yes,Pacific Northwest,True,True
12147700,"PHELPS CREEK NEAR INDEX, WA",47.7053825,-121.602607,WA,033,17110010,17,1711,2.04,ST,Yes,Pacific Northwest,True,True
12147800,"SF TOLT RIVER AT UPPER STATION NEAR CARNATION, WA",47.70816,-121.6151078,WA,033,17110010,17,1711,8.82,ST,Yes,Pacific Northwest,True,True
12148000,"SOUTH FORK TOLT RIVER NEAR CARNATION, WA",47.68926929,-121.7134457,WA,033,17110010,17,1711,19.7,ST,Yes,Pacific Northwest,True,True
12148300,"SF TOLT RIVER BL REGULATING BASIN NR CARNATION, WA",47.69676817,-121.7873379,WA,033,17110010,17,1711,29.6,ST,Yes,Pacific Northwest,True,True
12148500,"TOLT RIVER NEAR CARNATION, WA",47.69565678,-121.8240056,WA,033,17110010,17,1711,81.4,ST,Yes,Pacific Northwest,True,True
12148700,"STOSSEL CREEK NEAR CARNATION, WA",47.6956567,-121.8317836,WA,033,17110010,17,1711,5.58,ST,Yes,Pacific Northwest,True,True
12149000,"SNOQUALMIE RIVER NEAR CARNATION, WA",47.66593399,-121.9253969,WA,033,17110010,17,1711,603.0,ST,Yes,Pacific Northwest,True,True
12149500,"HARRIS CREEK NEAR CARNATION, WA",47.67815626,-121.907341,WA,033,17110010,17,1711,8.39,ST,Yes,Pacific Northwest,True,True
12150500,"CHERRY CREEK NEAR DUVALL, WA",47.74424215,-121.9442678,WA,033,17110010,17,1711,19.2,ST,Yes,Pacific Northwest,True,True
12150800,"SNOHOMISH RIVER NEAR MONROE, WA",47.830932,-122.048459,WA,061,17110011,17,1711,1537.0,ST,Yes,Pacific Northwest,True,True
12152500,"PILCHUCK RIVER NEAR GRANITE FALLS, WA",48.0539891,-121.958185,WA,061,17110011,17,1711,54.5,ST,Yes,Pacific Northwest,True,True
12153000,"LITTLE PILCHUCK C NEAR LAKE STEVENS, WA",48.033154,-122.052354,WA,061,17110011,17,1711,17.0,ST,Yes,Pacific Northwest,True,True
12154000,"STEVENS CREEK AT LAKE STEVENS, WA",48.0153758,-122.0556867,WA,061,17110011,17,1711,15.3,ST,Yes,Pacific Northwest,True,True
