usgs_id,nws_id,goes_id,nws_hsa,state_code,latitude_decimal,longitude_decimal,latitude_dms,longitude_dms,station_name,data_source
11379500,EDCC1,D10B64B4,STO,CA,40.023889,-122.510833,40 01 26,122 30 39,ELDER C NR PASKENTA CA,NOAA_HADS
11381500,MLMC1,DDE1D6A8,STO,CA,40.054722,-122.023056,40 03 17,122 01 23,MILL C NR LOS MOLINOS CA,NOAA_HADS
11383500,DCVC1,F00750CA,STO,CA,40.014167,-121.947222,40 00 51,121 56 50,DEER C NR VINA CA,NOAA_HADS
11389500,CLUC1,169516D8,STO,CA,39.214167,-121.999167,39 12 51,121 59 57,SACRAMENTO R A COLUSA CA,NOAA_HADS
11390000,BKCC1,17B13542,STO,CA,39.726111,-121.707778,39 43 34,121 42 28,BUTTE C NR CHICO CA,NOAA_HADS
11390500,WLKC1,163999D4,STO,CA,39.01,-121.823611,39 00 36,121 49 25,SACRAMENTO R BL WILKINS SLOUGH NR GRIMES CA,NOAA_HADS
11401920,SQUC1,172E151A,STO,CA,39.945833,-120.9425,39 56 45,120 56 33,SPANISH C A QUINCY CA,NOAA_HADS
11402000,SCBC1,DDD3A3BC,STO,CA,40.003056,-120.953333,40 00 11,120 57 12,SPANISH C AB BLACKHAWK C AT KEDDIE CA,NOAA_HADS
11413000,GYRC1,F003A574,STO,CA,39.525,-120.936944,39 31 30,120 56 13,N YUBA R BL GOODYEARS BAR CA,NOAA_HADS
11418500,DCSC1,DE359184,STO,CA,39.224444,-121.2675,39 13 28,121 16 03,DEER C NR SMARTSVILLE CA,NOAA_HADS
11421000,MRYC1,DDD31032,STO,CA,39.175833,-121.523889,39 10 33,121 31 26,YUBA R NR MARYSVILLE CA,NOAA_HADS
11424000,BRWC1,166D5360,STO,CA,39.000278,-121.405556,39 00 01,121 24 20,BEAR R NR WHEATLAND CA,NOAA_HADS
11424500,DCWC1,DDD0044A,STO,CA,39.026389,-121.436111,39 01 35,121 26 10,DRY C NR WHEATLAND CA,NOAA_HADS
11425500,VONC1,DDE5C0E4,STO,CA,38.774444,-121.597222,38 46 28,121 35 50,SACRAMENTO R A VERONA CA,NOAA_HADS
11427000,NFDC1,DD96142E,STO,CA,38.936111,-121.022778,38 56 10,121 01 22,NF AMERICAN R A NORTH FORK DAM CA,NOAA_HADS
11433790,NFAC1,DDDAD370,STO,CA,38.883056,-121.061944,38 52 59,121 03 43,NF AMERICAN R A AUBURN DAM SITE NR AUBURN CA,NOAA_HADS
11446030,PLHC1,DD2CA73A,STO,CA,38.763056,-121.007222,38 45 47,121 00 26,SF AMERICAN R NR PILOT HILL CA,NOAA_HADS
11446220,AFDC1,DE05E164,STO,CA,38.704528,-121.164361,38 42 16.3,121 09 51.7,AMERICAN R BL FOLSOM DAM NR FOLSOM CA,NOAA_HADS
11446500,AFOC1,DDEC85B2,STO,CA,38.635556,-121.226667,38 38 08,121 13 36,AMERICAN R A FAIR OAKS CA,NOAA_HADS
11446700,AWPC1,DE0A8210,STO,CA,38.591389,-121.331667,38 35 29,121 19 54,AMERICAN R A WILLIAM B POND PARK A CARMICHAEL CA,NOAA_HADS
11446980,AWBC1,DDD6A47C,STO,CA,38.567222,-121.387222,38 34 02,121 23 14,AMERICAN R BL WATT AVE BRDG NR CARMICHAEL CA,NOAA_HADS
11447360,ACWC1,DE34D074,STO,CA,38.641944,-121.381667,38 38 31,121 22 54,ARCADE C NR DEL PASO HEIGHTS CA,NOAA_HADS
11448750,XSFC1,DDD3D52C,EKA,CA,39.040278,-122.983306,39 02 25,122 58 59.9,SF SCOTTS C NR LAKEPORT CA,NOAA_HADS
11448800,XBSC1,173A2224,EKA,CA,39.041944,-122.980833,39 02 31,122 58 51,SCOTTS C BL SF SCOTTS C NR LAKEPORT CA,NOAA_HADS
11449235,XBEC1,17448318,EKA,CA,39.175778,-122.902889,39 10 32.8,122 54 10.4,CLOVER C BYPASS A ELK MTN RD NR UPPER LAKE CA,NOAA_HADS
11449255,XSTC1,16F60092,EKA,CA,39.157636,-122.920733,39 09 27.49,122 55 14.64,SCOTTS C AB STATE ROUTE 29 A UPPER LAKE CA,NOAA_HADS
11449500,KCVC1,16F49004,EKA,CA,38.9275,-122.8425,38 55 39,122 50 33,KELSEY C NR KELSEYVILLE CA,NOAA_HADS
11449820,XCKC1,DE3142D6,EKA,CA,38.979328,-122.830578,38 58 45.58,122 49 50.08,COLE C A KELSEYVILLE CA,NOAA_HADS
11450000,CLKC1,D106A2CC,EKA,CA,39.039167,-122.912222,39 02 21,122 54 44,CLEAR LK A LAKEPORT CA,NOAA_HADS
11451000,CLFC1,1678A3BA,EKA,CA,38.924167,-122.564722,38 55 27,122 33 53,CACHE C NR LOWER LAKE CA,NOAA_HADS
11451100,HOUC1,D10383E0,EKA,CA,39.165556,-122.618889,39 09 56,122 37 08,NF CACHE C A HOUGH SPRING NR CLEARLAKE OAKS CA,NOAA_HADS
11451290,INVC1,DD5821B8,EKA,CA,39.080556,-122.533889,39 04 50,122 32 02,INDIAN VALLEY RES A CLEARLAKE OAKS CA,NOAA_HADS
11451300,CKKC1,DD565340,EKA,CA,39.075556,-122.533056,39 04 32,122 31 59,NF CACHE C NR CLEARLAKE OAKS CA,NOAA_HADS
11451715,HCHC1,DDD2C4A0,STO,CA,38.957778,-122.341667,38 57 28,122 20 30,BEAR C AB HOLSTEN CHIMNEY CYN NR RUMSEY CA,NOAA_HADS
11451800,RMSC1,16F4C078,STO,CA,38.89,-122.237222,38 53 24,122 14 14,CACHE C A RUMSEY CA,NOAA_HADS
11452500,YLOC1,DE0144A6,STO,CA,38.727222,-121.806111,38 43 38,121 48 22,CACHE C A YOLO CA,NOAA_HADS
11452800,OWSC1,1797949A,STO,CA,38.682778,-121.671944,38 40 58,121 40 19,CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOOD'LD,NOAA_HADS
11452900,OTFC1,178C55B2,STO,CA,38.678611,-121.671667,38 40 43,121 40 18,CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,NOAA_HADS
11453000,YOLC1,DE05D4FE,STO,CA,38.677778,-121.643056,38 40 40,121 38 35,YOLO BYPASS NR WOODLAND CA,NOAA_HADS
11453500,PCGC1,DDF32446,EKA,CA,38.778889,-122.516389,38 46 44,122 30 59,PUTAH C NR GUENOC CA,NOAA_HADS
11453590,PWSC1,DE6853BE,MTR,CA,38.646972,-122.365825,38 38 49.1,122 21 56.97,POPE C A WALTER SPRINGS CA,NOAA_HADS
11454000,PUCC1,1737A756,STO,CA,38.515278,-122.080833,38 30 55,122 04 51,PUTAH C NR WINTERS CA,NOAA_HADS
11456000,SHEC1,DDEC363C,MTR,CA,38.511389,-122.454722,38 30 41,122 27 17,NAPA R NR ST HELENA CA,NOAA_HADS
11458000,APCC1,DDEC40AC,MTR,CA,38.368333,-122.302222,38 22 06,122 18 08,NAPA R NR NAPA CA,NOAA_HADS
11458433,KWDC1,178D62D2,MTR,CA,38.418889,-122.561667,38 25 08,122 33 42,SONOMA CREEK A KENWOOD CA,NOAA_HADS
11458500,AGCC1,DD25E26C,MTR,CA,38.323333,-122.493333,38 19 24,122 29 36,SONOMA C A AGUA CALIENTE CA,NOAA_HADS
11458600,NTSC1,16395CCA,MTR,CA,38.280833,-122.455833,38 16 51,122 27 21,NATHANSON C A SONOMA CA,NOAA_HADS
11459500,NVCC1,DD9746A8,MTR,CA,38.107778,-122.578889,38 06 28,122 34 44,NOVATO C A NOVATO CA,NOAA_HADS
11460000,CMDC1,DDF2F0D4,MTR,CA,37.963056,-122.555833,37 57 47,122 33 21,CORTE MADERA C A ROSS CA,NOAA_HADS
11460151,RMBC1,172EF6E8,MTR,CA,37.866111,-122.578611,37 51 58,122 34 43,REDWOOD C A HWY 1 BRIDGE A MUIR BEACH CA,NOAA_HADS
11460400,LTSC1,DDF6E698,MTR,CA,38.026944,-122.735278,38 01 37,122 44 07,LAGUNITAS C A SAMUEL P TAYLOR STATE PARK CA,NOAA_HADS
11460600,LNTC1,166581AE,MTR,CA,38.080278,-122.783333,38 04 49,122 47 00,LAGUNITAS C NR PT REYES STATION CA,NOAA_HADS
11460605,OVBC1,DF033660,MTR,CA,38.038611,-122.785833,38 02 19,122 47 09,OLEMA C A VEDANTA BRIDGE A OLEMA CA,NOAA_HADS
11460750,WKEC1,16DAB36E,MTR,CA,38.175833,-122.817222,38 10 33,122 49 02,WALKER C NR MARSHALL CA,NOAA_HADS
11461500,CXLC1,DD0CC332,EKA,CA,39.246667,-123.129167,39 14 48,123 07 45,EF RUSSIAN R NR CALPELLA CA,NOAA_HADS
11462080,TLMC1,DE008342,EKA,CA,39.113056,-123.181944,39 06 47,123 10 55,RUSSIAN R NR TALMAGE CA,NOAA_HADS
11462500,HOPC1,DDF6C074,EKA,CA,39.026667,-123.129444,39 01 36,123 07 46,RUSSIAN R NR HOPLAND CA,NOAA_HADS
11463000,CDLC1,17B214A0,EKA,CA,38.879444,-123.0525,38 52 46,123 03 09,RUSSIAN R NR CLOVERDALE CA,NOAA_HADS
11463170,CDAC1,173864DA,MTR,CA,38.797778,-122.801389,38 47 52,122 48 05,BIG SULPHUR C A G RESORT NR CLOVERDALE CA,NOAA_HADS
11463200,BSCC1,DD9912BC,MTR,CA,38.826111,-122.995833,38 49 34,122 59 45,BIG SULPHUR C NR CLOVERDALE CA,NOAA_HADS
11463500,GEYC1,DE0073C6,MTR,CA,38.712778,-122.894722,38 42 46,122 53 41,RUSSIAN R A GEYSERVILLE CA,NOAA_HADS
11463682,JIMC1,DD593034,MTR,CA,38.658333,-122.828333,38 39 30,122 49 42,RUSSIAN R A JIMTOWN CA,NOAA_HADS
11463900,RMKC1,DD9783B6,MTR,CA,38.641111,-122.762778,38 38 28,122 45 46,MAACAMA C NR KELLOGG CA,NOAA_HADS
11463980,RRHC1,162D5E6E,MTR,CA,38.633056,-122.854444,38 37 59,122 51 16,RUSSIAN R A DIGGER BEND NR HEALDSBURG CA,NOAA_HADS
11464000,HEAC1,F00481AC,MTR,CA,38.613333,-122.835278,38 36 48,122 50 07,RUSSIAN R NR HEALDSBURG CA,NOAA_HADS
11465240,DCLC1,1714D726,MTR,CA,38.653333,-122.926111,38 39 12,122 55 34,DRY C BLW LAMBERT BR NR GEYSERVILLE CA,NOAA_HADS
11465350,DRIC1,DD7DF1FE,MTR,CA,38.5875,-122.861111,38 35 15,122 51 40,DRY C NR MOUTH NR HEALDSBURG CA,NOAA_HADS
11465390,WDSC1,1788F070,MTR,CA,38.515833,-122.863611,38 30 57,122 51 49,RUSSIAN R NR WINDSOR CA,NOAA_HADS
11465660,ROHC1,D1037364,MTR,CA,38.343333,-122.700833,38 20 36,122 42 03,COPELAND C A ROHNERT PARK CA,NOAA_HADS
11465680,CTIC1,DD97E650,MTR,CA,38.352222,-122.743056,38 21 08,122 44 35,LAGUNA DE SANTA ROSA A STONY PT RD NR COTATI CA,NOAA_HADS
11465690,EASC1,D1068420,MTR,CA,38.402222,-122.731944,38 24 08,122 43 55,COLGAN C NR SANTA ROSA CA,NOAA_HADS
11465700,CGNC1,DD0A6304,MTR,CA,38.373611,-122.767222,38 22 25,122 46 02,COLGAN C NR SEBASTOPOL CA,NOAA_HADS
11465750,LSEC1,DDD2D7D6,MTR,CA,38.425556,-122.828056,38 25 32,122 49 41,LAGUNA DE SANTA ROSA C NR SEBASTOPOL CA,NOAA_HADS
11466170,MZSC1,DD5946A4,MTR,CA,38.438889,-122.701389,38 26 20,122 42 05,MATANZAS C A SANTA ROSA CA,NOAA_HADS
11466200,SSAC1,DD58445E,MTR,CA,38.436667,-122.723611,38 26 12,122 43 25,SANTA ROSA C A SANTA ROSA CA,NOAA_HADS
11466320,TARC1,174581E2,MTR,CA,38.445278,-122.806111,38 26 43,122 48 22,SANTA ROSA C A WILLOWSIDE RD NR SANTA ROSA CA,NOAA_HADS
11466800,MWEC1,DD184782,MTR,CA,38.494167,-122.852222,38 29 39,122 51 08,MARK WEST C NR MIRABEL HEIGHTS CA,NOAA_HADS
11467000,RIOC1,162D50BC,MTR,CA,38.508611,-122.926667,38 30 31,122 55 36,RUSSIAN R A HACIENDA BRIDGE NR GUERNEVILLE CA,NOAA_HADS
11467002,GUEC1,171813A4,MTR,CA,38.499444,-122.997222,38 29 58,122 59 50,RUSSIAN R A JOHNSONS BEACH A GUERNEVILLE CA,NOAA_HADS
11467200,AUSC1,171BB452,MTR,CA,38.506667,-123.068611,38 30 24,123 04 07,AUSTIN C NR CAZADERO CA,NOAA_HADS
11467270,RROC1,17B62400,MTR,CA,38.434022,-123.101108,38 26 02.48,123 06 03.99,RUSSIAN R A HIGHWAY 1 BRIDGE NR JENNER CA,NOAA_HADS
11467553,GAAC1,DD3627E2,EKA,CA,38.79,-123.508333,38 47 24,123 30 30,NF GUALALA R AB SF GUALALA R NR GUALALA CA,NOAA_HADS
11467590,GRCC1,17400036,EKA,CA,38.903611,-123.607778,38 54 13,123 36 28,GARCIA R AT EUREKA HILL RD NR PT ARENA CA,NOAA_HADS
11468000,NVRC1,D1069756,EKA,CA,39.170556,-123.666944,39 10 14,123 40 01,NAVARRO R NR NAVARRO CA,NOAA_HADS
11468500,FTBC1,D106B1BA,EKA,CA,39.428333,-123.736667,39 25 42,123 44 12,NOYO R NR FORT BRAGG CA,NOAA_HADS
11468900,ETTC1,173FF38C,EKA,CA,40.139444,-123.990278,40 08 22,123 59 25,MATTOLE R NR ETTERSBURG CA,NOAA_HADS
11469000,MTOC1,DDD3B0CA,EKA,CA,40.313333,-124.282222,40 18 48,124 16 56,MATTOLE R NR PETROLIA CA,NOAA_HADS
11472180,OWMC1,DE0BA606,EKA,CA,39.420444,-123.340667,39 25 13.6,123 20 26.4,OUTLET C NR WILLITS CA,NOAA_HADS
11473900,DOSC1,DD5832CE,EKA,CA,39.706389,-123.324167,39 42 23,123 19 27,MF EEL R NR DOS RIOS CA,NOAA_HADS
11475000,FTSC1,17DD36EC,EKA,CA,40.218333,-123.631389,40 13 06,123 37 53,EEL R A FORT SEWARD CA,NOAA_HADS
11475500,EBCC1,162E5960,EKA,CA,39.719167,-123.651667,39 43 09,123 39 06,SF EEL R NR BRANSCOMB CA,NOAA_HADS
11475560,ECBC1,DD63E17E,EKA,CA,39.729722,-123.642778,39 43 47,123 38 34,ELDER C NR BRANSCOMB CA,NOAA_HADS
11475800,LEGC1,DD9B31A4,EKA,CA,39.874722,-123.719444,39 52 29,123 43 10,SF EEL R A LEGGETT CA,NOAA_HADS
11476500,MRNC1,17359738,EKA,CA,40.181944,-123.775,40 10 55,123 46 30,SF EEL R NR MIRANDA CA,NOAA_HADS
11476600,WEOC1,17D6C5C0,EKA,CA,40.351667,-124.003889,40 21 06,124 00 14,BULL C NR WEOTT CA,NOAA_HADS
11477000,SCOC1,173877AC,EKA,CA,40.491667,-124.098611,40 29 30,124 05 55,EEL R A SCOTIA CA,NOAA_HADS
11478500,BRGC1,DD1CA14A,EKA,CA,40.480556,-123.889722,40 28 50,123 53 23,VAN DUZEN R NR BRIDGEVILLE CA,NOAA_HADS
11479560,FRNC1,DD0F64C4,EKA,CA,40.615833,-124.201667,40 36 57,124 12 06,EEL R A FERNBRIDGE CA,NOAA_HADS
11479700,ERFC1,16F41610,EKA,CA,40.702778,-124.155556,40 42 10,124 09 20,ELK R NR FALK CA,NOAA_HADS
11480390,MAUC1,178EB3B4,EKA,CA,40.284444,-123.334167,40 17 04,123 20 03,MAD R AB RUTH RES NR FOREST GLEN CA,NOAA_HADS
11481000,ARCC1,D1120090,EKA,CA,40.91,-124.059444,40 54 36,124 03 34,MAD R NR ARCATA CA,NOAA_HADS
11481200,TRDC1,DDD3C65A,EKA,CA,41.01,-124.080278,41 00 36,124 04 49,LITTLE R NR TRINIDAD CA,NOAA_HADS
11481500,BLKC1,DD9E85EA,EKA,CA,40.906111,-123.814167,40 54 22,123 48 51,REDWOOD C NR BLUE LAKE CA,NOAA_HADS
11482500,ORIC1,F005553E,EKA,CA,41.299444,-124.05,41 17 58,124 03 00,REDWOOD C A ORICK CA,NOAA_HADS
11511990,KAFC1,DE68A33A,MFR,CA,41.973,-122.364822,41 58 22.80,122 21 53.36,KLAMATH R AB FALL C NR COPCO CA,NOAA_HADS
11516530,IRGC1,D1076528,MFR,CA,41.928056,-122.443056,41 55 41,122 26 35,KLAMATH R BL IRON GATE DAM CA,NOAA_HADS
11517000,TAGC1,DD710E34,MFR,CA,41.709167,-122.536944,41 42 33,122 32 13,SHASTA R NR MONTAGUE CA,NOAA_HADS
11517500,YREC1,DDC7B26E,MFR,CA,41.823056,-122.594444,41 49 23,122 35 40,SHASTA R NR YREKA CA,NOAA_HADS
11517818,KWBC1,DD577756,MFR,CA,41.837778,-122.863333,41 50 16,122 51 48,KLAMATH R A WALKER BR NR KLAMATH RIVER CA,NOAA_HADS
11519500,FTJC1,D10AB026,MFR,CA,41.640833,-123.013889,41 38 27,123 00 50,SCOTT R NR FORT JONES CA,NOAA_HADS
11520500,SEIC1,DD7590BE,MFR,CA,41.853889,-123.231111,41 51 14,123 13 52,KLAMATH R NR SEIAD VALLEY CA,NOAA_HADS
11521500,HAPC1,DDFA9194,MFR,CA,41.835278,-123.381944,41 50 07,123 22 55,INDIAN C NR HAPPY CAMP CA,NOAA_HADS
11522500,SBRC1,D10B34C8,MFR,CA,41.376667,-123.475833,41 22 36,123 28 33,SALMON R A SOMES BAR CA,NOAA_HADS
11523000,ONSC1,D10CC678,EKA,CA,41.303611,-123.533333,41 18 13,123 32 00,KLAMATH R A ORLEANS,NOAA_HADS
11523200,TCCC1,D10CD50E,EKA,CA,41.111389,-122.704444,41 06 41,122 42 16,TRINITY R AB COFFEE C NR TRINITY CENTER CA,NOAA_HADS
11525500,TRWC1,DDEBE260,EKA,CA,40.724722,-122.801111,40 43 29,122 48 04,TRINITY R A LEWISTON CA,NOAA_HADS
11525530,RCLC1,DDC7A118,EKA,CA,40.724722,-122.833611,40 43 29,122 50 01,RUSH C NR LEWISTON CA,NOAA_HADS
11525655,TLKC1,DD9B5442,EKA,CA,40.672778,-122.919444,40 40 22,122 55 10,TRINITY R BL LIMEKILN GULCH NR DOUGLAS CITY CA,NOAA_HADS
11525670,ICDC1,DD9B4734,EKA,CA,40.651944,-122.913333,40 39 07,122 54 48,INDIAN C NR DOUGLAS CITY CA,NOAA_HADS
11525854,DCYC1,DDC79482,EKA,CA,40.645278,-122.956667,40 38 43,122 57 24,TRINITY R A DOUGLAS CITY CA,NOAA_HADS
11526250,TRJC1,DD9D82E4,EKA,CA,40.728611,-123.060833,40 43 43,123 03 39,TRINITY R A JUNCTION CITY CA,NOAA_HADS
11526400,TRNC1,DD9D6116,EKA,CA,40.766667,-123.113333,40 46 00,123 06 48,TRINITY R AB NF TRINITY R NR HELENA CA,NOAA_HADS
11528700,HYMC1,D10B77C2,EKA,CA,40.65,-123.493056,40 39 00,123 29 35,SF TRINITY R BL HYAMPOM CA,NOAA_HADS
11530000,HOOC1,17AF1058,EKA,CA,41.05,-123.6725,41 03 00,123 40 21,TRINITY R A HOOPA CA,NOAA_HADS
11530500,KLMC1,DD67D1DE,EKA,CA,41.511111,-123.978333,41 30 40,123 58 42,KLAMATH R NR KLAMATH CA,NOAA_HADS
11532500,CREC1,D11213E6,EKA,CA,41.791667,-124.075,41 47 30,124 04 30,SMITH R NR CRESCENT CITY CA,NOAA_HADS
11532650,FTDC1,F00560A4,EKA,CA,41.880833,-124.135278,41 52 51,124 08 07,SMITH R NR FORT DICK CA,NOAA_HADS
14306500,TIDO3,DD27827E,PQR,CA,44.386111,-123.830556,44 23 10,123 49 50,ALSEA RIVER NEAR TIDEWATER OR,NOAA_HADS
333709116405101,THNC1,DD0B5464,SGX,CA,33.619139,-116.680972,33 37 08.9,116 40 51.5,THOMAS MTN PRECIP GAGE NR ANZA CA,NOAA_HADS
340014117040901,QCMC1,DD643522,SGX,CA,34.00375,-117.069278,34 00 13.5,117 04 09.4,WEATHER STATION A W COUNTY LINE RD A CALIMESA CA,NOAA_HADS
340229116510601,BBXC1,162ECC02,SGX,CA,34.041292,-116.851642,34 02 28.65,116 51 05.91,BURNT CANYON C ABV DIV DAM NR BANNING CA,NOAA_HADS
340312116592701,OGYC1,DE6840C8,SGX,CA,34.053467,-116.990936,34 03 12.48,116 59 27.37,WEATHER STATION A OAK GLEN RD NR YUCAIPA CA,NOAA_HADS
340526116561301,FFPC1,16F650EE,SGX,CA,34.090536,-116.936853,34 05 25.93,116 56 12.67,MILL C PRECIP NR FOREST FALLS CA,NOAA_HADS
340742117161701,GSPC1,DD74E4D4,SGX,CA,34.128333,-117.271389,34 07 42,117 16 17,GILBERT ST PRECIP GAGE A SAN BERNARDINO CA,NOAA_HADS
341429116583101,GLPC1,174065D0,SGX,CA,34.241389,-116.975278,34 14 29,116 58 31,BIG BEAR LK PRECIP NR BIG BEAR CA,NOAA_HADS
341509117312601,MFLC1,DD7281FC,SGX,CA,34.2525,-117.525278,34 15 09,117 31 31,MF LYTLE C PRECIP GAGE NR LYTLE CREEK CA,NOAA_HADS
341545117124001,BNIC1,163CB8F8,SGX,CA,34.2625,-117.211111,34 15 45,117 12 40,BERNINA DRIVE PRECIP GAGE A LAKE ARROWHEAD CA,NOAA_HADS
372750122012701,RYAC1,DD062192,MTR,CA,37.463853,-122.024156,37 27 49.87,122 01 26.96,COYOTE C NR ALVISO CA,NOAA_HADS
373025122065901,DMBC1,169BE234,MTR,CA,37.506944,-122.116389,37 30 25,122 06 59,SAN FRANCISCO BAY A OLD DUMBARTON BR NR NEWARK CA,NOAA_HADS
373507121472101,QSAC1,DD8933CE,MTR,CA,37.585278,-121.789167,37 35 07,121 47 21,SAN ANTONIO C A INDIAN CREEK ROAD NR SUNOL CA,NOAA_HADS
391004120083401,TAOC1,DE5A503A,REV,CA,39.167806,-120.142797,39 10 04.1,120 08 34.07,LAKE TAHOE OUTLET PRECIP GAGE A TAHOE CITY CA,NOAA_HADS
9423350,IVNC1,17102298,VEF,CA,35.245006,-115.298989,35 14 42.02,115 17 56.36,CARUTHERS C NR IVANPAH CA,NOAA_HADS
9427500,LKHC1,DDDC90B4,PSR,CA,34.316111,-114.156389,34 18 58,114 09 23,LAKE HAVASU NEAR PARKER DAM AZ-CA,NOAA_HADS
9429000,PVVC1,DD2926EE,PSR,CA,33.731603,-114.511947,33 43 53.77,114 30 43.01,PALO VERDE CANAL NEAR BLYTHE CA,NOAA_HADS
9429100,CPVC1,DDF3C7B4,PSR,CA,33.719136,-114.497539,33 43 08.89,114 29 51.14,COLORADO RIVER BELOW PALO VERDE DAM AZ-CA,NOAA_HADS
9429500,CIDC1,F0015004,PSR,CA,32.867583,-114.472111,32 52 03.3,114 28 19.6,COLORADO RIVER BELOW IMPERIAL DAM AZ-CA,NOAA_HADS
9429600,LGDC1,DDF3D4C2,PSR,CA,32.812222,-114.514167,32 48 44,114 30 51,COLORADO RIVER BELOW LAGUNA DAM AZ-CA,NOAA_HADS
9521100,YMCC1,F001659E,PSR,CA,32.731667,-114.631944,32 43 54,114 37 55,COLORADO R BLW YUMA MAIN CANAL WW AT YUMA AZ,NOAA_HADS
9523000,AMEC1,1693D308,PSR,CA,32.870994,-114.480464,32 52 15.58,114 28 49.67,ALL-AMERICAN CANAL NR IMPERIAL DAM CA-AZ,NOAA_HADS
9527594,CNXC1,1739252A,PSR,CA,33.256222,-115.451167,33 15 22.4,115 27 04.2,COACHELLA CANAL NEAR NILAND CA,NOAA_HADS
9527597,CDBC1,1737C2B0,PSR,CA,33.538056,-115.917778,33 32 17,115 55 04,COACHELLA CANAL NEAR DESERT BEACH CA,NOAA_HADS
10068500,BRAI1,DDE4D168,PIH,ID,42.401667,-111.356111,42 24 06,111 21 22,BEAR RIVER AT PESCADERO ID,NOAA_HADS
10092700,BIUI1,DDE4F784,PIH,ID,42.013056,-111.920556,42 00 47,111 55 14,BEAR RIVER AT IDAHO-UTAH STATE LINE,NOAA_HADS
12305000,LEOI1,D104D1A8,OTX,ID,48.616883,-116.049194,48 37 00.78,116 02 57.10,KOOTENAI RIVER AT LEONIA ID,NOAA_HADS
12306500,EASI1,D1135216,OTX,ID,48.999167,-116.179722,48 59 57,116 10 47,MOYIE RIVER AT EASTPORT ID,NOAA_HADS
12309500,BFEI1,D104C2DE,OTX,ID,48.698056,-116.3125,48 41 53,116 18 45,KOOTENAI RIVER AT BONNERS FERRY ID,NOAA_HADS
12321500,BDCI1,DE33175E,OTX,ID,48.997222,-116.569167,48 59 50,116 34 09,BOUNDARY CREEK NR PORTHILL ID,NOAA_HADS
12322000,PORI1,DD71B368,OTX,ID,48.996389,-116.5075,48 59 47,116 30 27,KOOTENAI RIVER AT PORTHILL ID,NOAA_HADS
12391950,CBBI1,DE0A470E,OTX,ID,48.088056,-116.072778,48 05 17,116 04 22,CLARK FORK RIVER BELOW CABINET GORGE DAM ID,NOAA_HADS
12392155,LTCI1,D113678C,OTX,ID,48.151667,-116.181667,48 09 06,116 10 54,LIGHTNING CREEK AT CLARK FORK ID,NOAA_HADS
12395000,PRTI1,DDFB3396,OTX,ID,48.208611,-116.913611,48 12 31,116 54 49,PRIEST RIVER NEAR PRIEST RIVER ID,NOAA_HADS
12411000,PRCI1,16DCE3DC,OTX,ID,47.706111,-115.979167,47 42 22,115 58 45,NF COEUR D ALENE R AB SHOSHONE CK NR PRICHARD ID,NOAA_HADS
12413000,ENVI1,DDD6C19A,OTX,ID,47.5722,-116.2528,47 34 19.92,116 15 10.08,NF COEUR D ALENE RIVER AT ENAVILLE ID,NOAA_HADS
12413860,HARI1,DDDBB46C,OTX,ID,47.478611,-116.733056,47 28 43,116 43 59,COEUR D ALENE RIVER NR HARRISON ID,NOAA_HADS
12413875,SJII1,173707AE,OTX,ID,47.056111,-115.352222,47 03 22,115 21 08,ST JOE RIVER AT RED IVES RANGER STATION ID,NOAA_HADS
12414500,CLDI1,DDDBA71A,OTX,ID,47.274444,-116.188889,47 16 28,116 11 20,ST JOE RIVER AT CALDER ID,NOAA_HADS
12414900,SATI1,F0077626,OTX,ID,47.176111,-116.493333,47 10 34,116 29 36,ST MARIES RIVER NR SANTA ID,NOAA_HADS
12415135,SJRI1,DD71E314,OTX,ID,47.352222,-116.675556,47 21 08,116 40 32,ST JOE RIVER AT RAMSDELL NR ST MARIES ID,NOAA_HADS
12415500,COEI1,D1134160,OTX,ID,47.666111,-116.770556,47 39 58,116 46 14,COEUR D ALENE LAKE AT COEUR D ALENE ID,NOAA_HADS
12417650,SRBI1,16DC863A,OTX,ID,47.694722,-116.815278,47 41 41,116 48 55,SPOKANE RIVER BLW BLACKWELL NR COEUR D ALENE ID,NOAA_HADS
12419000,PTFI1,DDDDA7D4,OTX,ID,47.703056,-116.976944,47 42 11,116 58 37,SPOKANE RIVER NEAR POST FALLS ID,NOAA_HADS
13032500,PALI1,347DD074,PIH,ID,43.350833,-111.218889,43 21 03,111 13 08,SNAKE RIVER NR IRWIN ID,NOAA_HADS
13037500,HEII1,347DC302,PIH,ID,43.6125,-111.66,43 36 45,111 39 36,SNAKE RIVER NR HEISE ID,NOAA_HADS
13038000,DRYI1,3443DCBE,PIH,ID,43.638889,-111.716111,43 38 20,111 42 58,DRY BED NR RIRIE ID,NOAA_HADS
13038500,LORI1,3442DE44,PIH,ID,43.735278,-111.878056,43 44 07,111 52 41,SNAKE RIVER AT LORENZO ID,NOAA_HADS
13039000,HLKI1,344A74C8,PIH,ID,44.597222,-111.353611,44 35 50,111 21 13,HENRYS LAKE NR LAKE ID,NOAA_HADS
13039500,HENI1,344F2374,PIH,ID,44.594444,-111.349722,44 35 40,111 20 59,HENRYS FORK NR LAKE ID,NOAA_HADS
